Food_Code,Display_Name,Grains,Vegetables,Fruits,Milk,Meats,Solid_Fats,Added_Sugars,Calories,Saturated_Fats
32202030,"Egg, cheese & sausage on English muffin",0.97944,0,0,0.27216,0.83832,118.8432,1.77494,241.92,5.9052
32202060,Egg & sausage on biscuit,2.324,0,0,0,1.869,294.09975,2.81601,565.25,14.56
32202070,"Egg, cheese & bacon on biscuit",2.14353,0,0,0.42687,1.14597,191.30661,2.58634,437.58,7.1451
32300100,Egg drop soup,0,0,0,0,0.5002,19.9836,0,73.2,1.1468
33201010,Egg Beaters,0,0,0,0,2,0,0,60,0
33201010,Egg Beaters,0,0,0,0,1.00011,0,0,30,0
41101010,"Dry beans, cooked with fat",0,0,0,0,0,59.4621,0,164.7,2.619
41101020,"Dry beans, cooked without fat",0,0,0,0,0,0,0,110.25,0.07
41201020,Baked beans,0.07874,0.2286,0,0,0,0,29.86981,118.11,0.1524
41205010,Refried beans,0,0.07463,0,0,0,27.59724,0,182.16,1.7457
41205070,Hummus,0,0.00105,0.00615,0,0.04995,0,0,26.55,0.168
41205070,Hummus,0,0.00431,0.02522,0,0.2048,0,0,108.855,0.6888
41208030,Pork & beans,0.09994,0.02657,0,0,0,9.49509,19.06033,123.97,0.506
41208030,Pork & beans,0.17933,0.04767,0,0,0,17.03862,34.20313,222.46,0.908
41301020,"Dry blackeye peas, cooked without fat",0,0,0,0,0,0,0,97.175,0.10985
41302020,Chickpeas,0,0,0,0,0,0,0,147.6,0.2542
41303000,Split peas,0,0,0,0,0,0,0,114.66,0.049
41305000,Lentils,0,0,0,0,0,0,0,109.825,0.04775
41410010,Soy nuts,0,0,0,0,0,0,0,109.5075,0.85328
41420010,Tofu,0,0,0,0,0,0,0,37.82,0.3286
41420010,Tofu,0,0,0,0,0,0,0,10.736,0.09328
41420300,Soy sauce,0,0,0,0,0,0,0,8.48,0.0016
41420300,Soy sauce,0,0,0,0,0,0,0,4.717,0.00089
41420400,Teriyaki sauce,0,0,0,0,0,0,20.7653,53.55,0
41420450,Worcestershire sauce,0,0.00505,0,0,0.01268,0,1.96504,3.7587,0
41430000,Protein powder,0,0,0,0,0,0,0,37.293,0.1395
41480010,Tofutti tofu frozen dessert,0,0,0,0,0,105.37902,65.14863,180.4,2.5584
41601010,Bean soup,0.3795,0.0759,0,0,0.11385,30.01086,2.96083,136.62,1.2144
41601070,Miso soup,0.1152,0.3264,0,0,0,6.3072,0,84,0.576
41601090,Bean soup with macaroni,0.38203,0.46805,0,0,0,5.19156,0,154.33,0.6325
41601110,Bean soup with ham,0.41796,0.43011,0,0,0.71928,0,5.60861,221.13,1.3122
41602030,Split pea soup with ham,0.09108,0.72358,0,0,1.06766,8.40213,4.00752,195,1.67
41603010,Lentil soup,0,0.28272,0,0,0,0,0,181.04,0.5704
41810250,Meatless bacon bits,0,0,0,0,0,0,0,33.32,0.2835
41810400,Meatless sausage,0,0,0,0,0,19.92825,0,64.25,0.7325
41810400,Meatless sausage,0,0,0,0,0,30.29094,0,97.66,1.1134
41810610,Meatless fried chicken (breaded),0,0,0,0,0,0,0,84.24,0.4068
41810610,Meatless fried chicken (breaded),0,0,0,0,0,0,0,152.1,0.7345
41811400,Meatless hot dog (no bun),0,0,0,0,0,42.0966,0,163.1,1.372
41811900,Soy burger (no bun),0,0,0,0,0,0,0.22756,125.3,0.504
41811910,Veggie burger (no bun),0,0,0,0,0,0,0.23081,127.09,0.5112
41812450,Vegetarian chili,0,0.2535,0,0,0,11.80719,0,135.89,0.5715
41812900,Vegetarian meatloaf or patty,0,0,0,0,0,0,0,110.32,0.8008
42100100,Almonds,0,0,0,0,2.00009,0,0,163.863,1.09998
42100100,Almonds,0,0,0,0,2.48689,0,0,203.745,1.3677
42102000,Brazil nuts,0,0,0,0,2.46925,0,0,229.6,5.299
42104000,Cashews,0,0,0,0,2.00009,4.63608,0,164.7135,2.40408
42104000,Cashews,0,0,0,0,2.29288,5.31472,0,188.825,2.756
42105000,Roasted chestnuts,0,0,0,0,2.00009,0,0,69.4575,0.11624
42105000,Roasted chestnuts,0,0,0,0,2.52216,0,0,87.5875,0.14658
42106020,Shredded sweetened coconut,0,0,0,0,1.64029,0,36.32428,110.205,6.62858
42106020,Shredded sweetened coconut,0,0,0,0,1.30517,0,28.90319,87.69,5.27435
42106020,Shredded sweetened coconut,0,0,0,0,2.00009,0,44.29218,134.379,8.08259
42107000,Filberts (hazelnuts),0,0,0,0,1.9754,0,0,175.84,1.2488
42107000,Filberts (hazelnuts),0,0,0,0,2.38106,0,0,211.95,1.50525
42109100,Macadamia nuts,0,0,0,0,2.00009,0,0,202.986,3.38783
42109100,Macadamia nuts,0,0,0,0,2.36342,0,0,239.86,4.00325
42110000,Mixed nuts,0,0,0,0,2.50452,4.32923,0,219.035,3.12045
42111000,Peanuts,0,0,0,0,2.00009,0,0,169.8165,2.45795
42111000,Peanuts,0,0,0,0,2.57508,0,0,218.635,3.16455
42112000,Pecans,0,0,0,0,2.00009,0,0,195.8985,1.75203
42112000,Pecans,0,0,0,0,1.90485,0,0,186.57,1.6686
42113000,Pine nuts (pignolias),0,0,0,0,0.60673,0,0,57.878,0.4214
42113000,Pine nuts (pignolias),0,0,0,0,2.3987,0,0,228.82,1.666
42114100,Pistachios,0,0,0,0,1.02254,0,0,82.36,0.80475
42114100,Pistachios,0,0,0,0,2.25664,0,0,181.76,1.776
42114100,Pistachios,0,0,0,0,1.0578,0,0,85.2,0.8325
42116000,Walnuts,0,0,0,0,2.00009,0,0,185.409,1.73786
42116000,Walnuts,0,0,0,0,1.76375,0,0,163.5,1.5325
42202000,Peanut butter,0,0,0,0,1,1.53072,1.89067,95.84,1.6048
42202150,"Peanut butter, reduced fat",0,0,0,0,1.00008,0,3.08371,93.6,1.332
42203000,Peanut butter & jelly spread,0,0,0.01168,0,0.43008,0.65808,13.99664,65.44,0.6896
42204050,Peanut sauce,0,0,0.01414,0,0.45122,0.69048,0.85334,44.1,0.7238
42204050,Peanut sauce,0,0,0.05732,0,1.82905,2.79891,3.45905,178.7625,2.93397
42401010,Coconut milk,0,0,0,0,2.8218,0,0,138,12.684
42501000,"Trail mix (nuts, seeds, dried fruit)",0,0,0.1449,0,1.7283,1.0206,0,176.05,1.5575
43102000,Sunflower seeds,0,0,0,0,2.00009,0,0,161.595,1.4742
43102000,Sunflower seeds,0,0,0,0,2.5398,0,0,205.2,1.872
43102000,Sunflower seeds,0,0,0,0,0.81133,0,0,65.55,0.598
43103000,Sesame seeds,0,0,0,0,2.64562,0,0,212.625,2.52
43104000,Flax seed,0,0,0,0,2.55744,0,0,178.35,1.16
51101000,White bread,0.99996,0,0,0,0,0,0,69.16,0.2106
51101000,White bread,1.1538,0,0,0,0,0,0,79.8,0.243
51101000,White bread,0.7692,0,0,0,0,0,0,53.2,0.162
51107010,French bread,2.56,0,0,0,0,10.28736,0.04161,175.36,0.4096
51107010,French bread,3.04,0,0,0,0,12.21624,0.04941,208.24,0.4864
51107010,French bread,1.28,0,0,0,0,5.14368,0.02081,87.68,0.2048
51108010,foccacia,2.00013,0,0,0,0,1.65699,0,182.4,0.0171
51109100,Pita bread (white),1.9998,0,0,0,0,0,0,123.75,0.0765
51109100,Pita bread (white),3.7774,0,0,0,0,0,0,233.75,0.1445
51109100,Pita bread (white),1.24432,0,0,0,0,0,0,77,0.0476
51111010,Cheese bread,0.99996,0,0,0.03068,0,3.82122,4.04855,70.98,0.4732
51113010,Cinnamon bread or toast,0.99996,0,0,0,0,0,4.25985,69.16,0.2106
51121010,Garlic bread,0.99992,0,0,0,0,30.60747,0.01414,95.7,0.7134
51121010,Garlic bread,1.41368,0,0,0,0,43.27263,0.01999,135.3,1.0086
51121010,Garlic bread,0.55168,0,0,0,0,16.88688,0.0078,52.8,0.3936
51122000,Diet high-fiber bread,0.81635,0,0,0,0,3.34863,0,60.03,0.1595
51122000,Diet high-fiber bread,0.64745,0,0,0,0,2.65581,0,47.61,0.1265
51129010,Raisin bread,0.99996,0,0.01456,0,0,7.6752,3.10614,71.24,0.2808
51133010,Sourdough bread,1,0,0,0,0,4.0185,0.01625,68.5,0.16
51133010,Sourdough bread,1.4,0,0,0,0,5.6259,0.02276,95.9,0.224
51133010,Sourdough bread,0.6,0,0,0,0,2.4111,0.00975,41.1,0.096
51150000,White roll,1,0,0,0,0,0,0,78.12,0.3052
51150000,White roll,1.53553,0,0,0,0,0,0,119.97,0.4687
51157000,Sub roll,2.89238,0,0,0,0,0,0,262.26,1.0246
51157000,Sub roll,4.15395,0,0,0,0,0,0,376.65,1.4715
51157000,Sub roll,2.00005,0,0,0,0,0,0,181.35,0.7085
51160110,Frosted sweet roll or cinnamon bun,0.6678,0,0.0402,0,0,78.1866,86.12344,226.8,1.722
51160110,Frosted sweet roll or cinnamon bun,0.92379,0,0.05561,0,0,108.15813,119.13743,313.74,2.3821
51160110,Frosted sweet roll or cinnamon bun,0.43407,0,0.02613,0,0,50.82129,55.98024,147.42,1.1193
51160110,Frosted sweet roll or cinnamon bun,0.5565,0,0.0335,0,0,65.1555,71.76954,189,1.435
51165060,Coffee cake,1.47392,0,0,0,0.10669,26.3952,29.20535,159.8,0.8742
51165060,Coffee cake,1.28576,0,0,0,0.09307,23.0256,25.47701,139.4,0.7626
51165100,Fat-free coffee cake,0.69399,0,0.01452,0,0,0,42.45464,94.05,0.033
51165100,Fat-free coffee cake,2.23444,0,0.04675,0,0,0,136.69106,302.8125,0.10625
51166000,Croissant,2.00013,0,0,0,0,100.1889,21.58694,231.42,6.6462
51166000,Croissant,0.98252,0,0,0,0,49.2156,10.60411,113.68,3.2648
51166000,Croissant,1.47378,0,0,0,0,73.8234,15.90616,170.52,4.8972
51166000,Croissant,2.35103,0,0,0,0,117.7659,25.37412,272.02,7.8122
51180010,Bagel (plain),4.0383,0,0,0,0,0,0,288.75,0.231
51180010,Bagel (plain),5.03826,0,0,0,0,0,0,360.25,0.2882
51180010,Bagel (plain),0.99996,0,0,0,0,0,0,71.5,0.0572
51180010,Bagel (plain),2.65374,0,0,0,0,0,0,189.75,0.1518
51180030,Raisin bagel,4.0383,0,0.0525,0,0,0,14.64323,287.7,0.2835
51180030,Raisin bagel,5.03826,0,0.0655,0,0,0,18.26917,358.94,0.3537
51180030,Raisin bagel,2.65374,0,0.0345,0,0,0,9.62269,189.06,0.1863
51182010,Bread stuffing,1.467,0,0,0,0,72.108,8.76091,176,1.63
51182010,Bread stuffing,1.67238,0,0,0,0,82.20312,9.98743,200.64,1.8582
51184000,Bread stick,0.5321,0,0,0,0,7.2207,0,41.2,0.141
51184000,Bread stick,1.0642,0,0,0,0,14.4414,0,82.4,0.282
51184000,Bread stick,0.26605,0,0,0,0,3.61035,0,20.6,0.0705
51184000,Bread stick,0.10642,0,0,0,0,1.44414,0,8.24,0.0282
51185000,Croutons,0.3927,0,0,0.0255,0,15.5016,4.91683,46.5,0.525
51185000,Croutons,0.3927,0,0,0.0255,0,15.5016,4.91683,46.5,0.525
51186010,English muffin,1.99984,0,0,0,0,0.03654,3.71436,136.3,0.1508
51186100,English muffin with raisins,1.99984,0,0.06728,0,0,0,33.16531,140.94,0.2262
51187000,Melba toast,0.3313,0,0,0,0,0.5472,0.11378,19.5,0.0225
51187000,Melba toast,0.19878,0,0,0,0,0.32832,0.06827,11.7,0.0135
51201010,100% whole wheat bread,1,0,0,0,0,8.29332,20.25248,68.88,0.2576
51201010,100% whole wheat bread,1.14272,0,0,0,0,9.47808,23.1457,78.72,0.2944
51201010,100% whole wheat bread,0.82133,0,0,0,0,6.81237,16.63597,56.58,0.2116
51201150,Pita bread (100% whole wheat),1.9998,0,0,0,0,0,0.89966,119.7,0.1845
51201150,Pita bread (100% whole wheat),3.7774,0,0,0,0,0,1.69936,226.1,0.3485
51201150,Pita bread (100% whole wheat),1.24432,0,0,0,0,0,0.55979,74.48,0.1148
51202000,Whole wheat English muffin,1.99984,0,0,0,0,0.56318,1.04806,117.74,0.1914
51208000,100% whole wheat bagel,4.0383,0,0,0,0,0,0,277.2,0.252
51208000,100% whole wheat bagel,5.03826,0,0,0,0,0,0,345.84,0.3144
51208000,100% whole wheat bagel,0.99996,0,0,0,0,0,0,68.64,0.0624
51208000,100% whole wheat bagel,2.65374,0,0,0,0,0,0,182.16,0.1656
51301010,Wheat or cracked wheat bread,1,0,0,0,0,6.696,4.41702,65,0.2225
51301010,Wheat or cracked wheat bread,1.2,0,0,0,0,8.0352,5.30043,78,0.267
51301010,Wheat or cracked wheat bread,0.8,0,0,0,0,5.3568,3.53362,52,0.178
51301700,Wheat Bagel (part whole wheat),4.0383,0,0,0,0,0,0,300.3,0.2205
51301700,Wheat Bagel (part whole wheat),5.03826,0,0,0,0,0,0,374.66,0.2751
51301700,Wheat Bagel (part whole wheat),0.99996,0,0,0,0,0,0,74.36,0.0546
51301700,Wheat Bagel (part whole wheat),2.65374,0,0,0,0,0,0,197.34,0.1449
51303010,Cracked wheat English muffin,1.99984,0,0,0,0,4.37436,2.87533,129.34,0.1682
51320530,Wheat roll (part whole wheat),1,0,0,0,0,0.8946,4.4601,82.04,0.3108
51320530,Wheat roll (part whole wheat),3.35674,0,0,0,0,3.0033,14.97318,275.42,1.0434
51320530,Wheat roll (part whole wheat),1.53553,0,0,0,0,1.37385,6.84944,125.99,0.4773
51401010,Rye bread,1,0,0,0,0,4.42494,0,67.34,0.1638
51401010,Rye bread,1.23072,0,0,0,0,5.44608,0,82.88,0.2016
51401010,Rye bread,0.26922,0,0,0,0,1.19133,0,18.13,0.0441
51401010,Rye bread,0.7692,0,0,0,0,3.4038,0,51.8,0.126
51601020,Multigrain bread,1,0,0,0,0,4.82742,9.01414,65,0.2106
51601020,Multigrain bread,1.23072,0,0,0,0,5.94144,11.09433,80,0.2592
51601020,Multigrain bread,0.88458,0,0,0,0,4.27041,7.97405,57.5,0.1863
51602010,Diet high-fiber multigrain bread,0.76076,0,0,0,0.05798,0,8.10977,60.58,0.1092
51602010,Diet high-fiber multigrain bread,0.67298,0,0,0,0.05129,0,7.17403,53.59,0.0966
52102040,Refrigerated biscuit (canned dough),0.65512,0,0,0,0,2.45385,0.00741,65.74,0.703
52102040,Refrigerated biscuit (canned dough),0.96544,0,0,0,0,3.6162,0.01092,96.88,1.036
52102040,Refrigerated biscuit (canned dough),0.99992,0,0,0,0,3.74535,0.01131,100.34,1.073
52102040,Refrigerated biscuit (canned dough),1.8964,0,0,0,0,7.10325,0.02145,190.3,2.035
52103000,Buttermilk biscuit,1.45707,0,0,0,0,73.56852,1.75738,185.64,1.2699
52103000,Buttermilk biscuit,2.19989,0,0,0,0,111.07404,2.6533,280.28,1.9173
52103000,Buttermilk biscuit,1,0,0,0,0,50.4882,1.20605,127.4,0.8715
52204000,Cornbread stuffing,1.393,0,0,0,0,75.852,14.05971,179,1.76
52204000,Cornbread stuffing,0.98207,0,0,0,0,53.47566,9.9121,126.195,1.2408
52206010,Cornbread or corn muffin,1.4763,0,0,0,0,38.5776,34.76145,173.85,0.7695
52206010,Cornbread or corn muffin,1.8389,0,0,0,0,48.0528,43.29936,216.55,0.9585
52206010,Cornbread or corn muffin,1.1655,0,0,0,0,30.456,27.44325,137.25,0.6075
52206010,Cornbread or corn muffin,1.0101,0,0,0,0,26.3952,23.78415,118.95,0.5265
52209010,Hush puppy,0.80058,0,0,0,0,0.93456,0,74.14,0.4642
52209010,Hush puppy,2.76564,0,0,0,0,3.22848,0,256.12,1.6036
52215100,Corn tortilla,1.00008,0,0,0,0,0,0,53.28,0.0792
52215100,Corn tortilla,1.79181,0,0,0,0,0,0,95.46,0.1419
52215100,Corn tortilla,0.44587,0,0,0,0,0,0,23.754,0.03531
52215200,Flour (wheat) tortilla,1.69983,0,0,0,0,29.20158,0,165.75,0.8925
52215200,Flour (wheat) tortilla,2.3331,0,0,0,0,40.0806,0,227.5,1.225
52215200,Flour (wheat) tortilla,0.9999,0,0,0,0,17.1774,0,97.5,0.525
52215260,Whole wheat tortilla,1.4816,0,0,0,0,0,0,105.2,0.088
52215260,Whole wheat tortilla,1.92608,0,0,0,0,0,0,136.76,0.1144
52215260,Whole wheat tortilla,1.00008,0,0,0,0,0,0,71.01,0.0594
52215300,Taco or tostada shell,0.63335,0,0,0,0,23.33073,0,62.244,0.43225
52215300,Taco or tostada shell,1.00002,0,0,0,0,36.83799,0,98.28,0.6825
52215300,Taco or tostada shell,0.2381,0,0,0,0,8.77095,0,23.4,0.1625
52302010,Blueberry or banana muffin,2.51086,0,0.16724,0,0,52.58907,72.18239,313.01,1.582
52302010,Blueberry or banana muffin,3.42188,0,0.22792,0,0,71.67006,98.37246,426.58,2.156
52302010,Blueberry or banana muffin,0.42218,0,0.02812,0,0,8.84241,12.13686,52.63,0.266
52302010,Blueberry or banana muffin,1.46652,0,0.09768,0,0,30.71574,42.15963,182.82,0.924
52302100,Fat-free berry or banana muffin,2.51086,0,0.08249,0,0,0,69.07836,294.93,0.113
52302100,Fat-free berry or banana muffin,3.42188,0,0.11242,0,0,0,94.14219,401.94,0.154
52302100,Fat-free berry or banana muffin,0.42218,0,0.01387,0,0,0,11.61495,49.59,0.019
52302100,Fat-free berry or banana muffin,1.46652,0,0.04818,0,0,0,40.34665,172.26,0.066
52302500,Chocolate chip muffin,2.51086,0,0,0,0,115.49052,42.35435,363.86,4.6895
52302500,Chocolate chip muffin,3.42188,0,0,0,0,157.39416,57.72185,495.88,6.391
52302500,Chocolate chip muffin,0.42218,0,0,0,0,19.41876,7.12153,61.18,0.7885
52302500,Chocolate chip muffin,1.46652,0,0,0,0,67.45464,24.73794,212.52,2.739
52304010,Bran muffin,2.51086,0,0.24182,0,0,2.08485,54.07251,333.35,1.5368
52304010,Bran muffin,3.42188,0,0.32956,0,0,2.8413,73.69174,454.3,2.0944
52304010,Bran muffin,0.42218,0,0.04066,0,0,0.35055,9.09184,56.05,0.2584
52304010,Bran muffin,1.46652,0,0.14124,0,0,1.2177,31.58217,194.7,0.8976
52304040,Lowfat bran & fruit muffin,1.28876,0,0.0232,0,0,21.78828,43.22426,136.3,0.4582
52306010,Plain muffin,2.51086,0,0,0,0,100.33722,20.7731,344.65,2.9832
52306010,Plain muffin,3.42188,0,0,0,0,136.74276,28.31024,469.7,4.0656
52306010,Plain muffin,0.42218,0,0,0,0,16.87086,3.49282,57.95,0.5016
52306010,Plain muffin,1.46652,0,0,0,0,58.60404,12.13296,201.3,1.7424
52308010,Matzo pancake,0.1602,0,0,0,0.10125,2.89605,0.80415,53.55,0.69645
52308020,Matzo ball,0.4942,0,0,0,0.17115,1.13155,0,47.95,0.4284
52405010,"Fruit bread (banana, etc.)",0.91102,0,0.06847,0,0,34.91847,47.34205,132.43,0.8651
52407000,Zucchini bread,0.8888,0.0752,0,0,0,2.6028,35.90184,149.6,1.06
53101100,Angel food cake,1.14684,0,0,0,0,0,65.0017,143.07,0.0228
53104260,Carrot cake with icing,0.8168,0.1104,0,0,0,17.9928,118.06906,326.4,3.064
53104260,Carrot cake with icing,1.35793,0.18354,0,0,0,29.91303,196.28981,542.64,5.0939
53104260,Carrot cake with icing,0.6126,0.0828,0,0,0,13.4946,88.55179,244.8,2.298
53104500,Cheesecake,0.53248,0,0.00768,0.10112,0,214.39872,107.77052,409.6,9.8304
53104500,Cheesecake,0.23712,0,0.00342,0.04503,0,95.47443,47.99156,182.4,4.3776
53105260,Chocolate cake with icing,0.59202,0,0,0,0,81.8532,119.02317,245.52,2.8248
53105260,Chocolate cake with icing,0.97773,0,0,0,0,135.1818,196.56856,405.48,4.6652
53108200,Chocolate cupcake with icing/filling,0.7712,0,0,0,0,26.4348,51.68772,150.4,1.144
53108200,Chocolate cupcake with icing/filling,0.482,0,0,0,0,16.52175,32.30483,94,0.715
53108200,Chocolate cupcake with icing/filling,1.23392,0,0,0,0,42.29568,82.70035,240.64,1.8304
53108200,Chocolate cupcake with icing/filling,0.53984,0,0,0,0,18.50436,36.1814,105.28,0.8008
53108200,Chocolate cupcake with icing/filling,0.73264,0,0,0,0,25.11306,49.10333,142.88,1.0868
53112100,Ice cream cake,0.2176,0,0,0.02992,0,35.29404,34.46238,91.12,1.5266
53116000,Pound cake,1.78087,0,0,0,0,116.81397,101.20098,350.35,3.1122
53119000,Upside down cake (with fruit),1.13606,0,0.06536,0,0,89.52858,101.00821,275.2,2.5026
53119000,Upside down cake (with fruit),1.59841,0,0.09196,0,0,125.96463,142.1162,387.2,3.5211
53120260,White cake with icing,1.08891,0,0,0,0,127.80468,214.90551,415.29,2.9212
53120260,White cake with icing,0.65934,0,0,0,0,77.38632,130.12627,251.46,1.7688
53121260,Yellow cake with icing,1.43008,0,0,0,0,106.88976,194.83231,400.03,2.7686
53121260,Yellow cake with icing,0.86592,0,0,0,0,64.72224,117.97186,242.22,1.6764
53123070,Fruit shortcake with whipped cream,0.16638,0,0.26078,0,0,33.3999,124.59146,211.22,2.36
53203500,Biscotti,0.82112,0,0,0,0.35648,31.7376,32.58602,144.96,1.1264
53204010,"Brownie, no icing",0.6205,0,0,0,0.08024,33.39072,47.98538,128.86,0.969
53204010,"Brownie, no icing",1.1315,0,0,0,0.14632,60.88896,87.50276,234.98,1.767
53204100,Brownie with icing,0.69552,0,0,0,0.05922,53.53992,56.6751,170.1,1.7808
53204100,Brownie with icing,1.01016,0,0,0,0.08601,77.76036,82.31383,247.05,2.5864
53206000,Chocolate chip cookie,0.25,0,0,0,0,19.2276,12.56597,48.1,0.748
53206000,Chocolate chip cookie,0.50625,0,0,0,0,38.93589,25.44608,97.4025,1.5147
53206000,Chocolate chip cookie,1,0,0,0,0,76.9104,50.26387,192.4,2.992
53206000,Chocolate chip cookie,0.35,0,0,0,0,26.91864,17.59235,67.34,1.0472
53206030,Reduced-fat chocolate chip cookie,0.30763,0,0,0,0,14.91398,13.92038,46.866,0.535
53206030,Reduced-fat chocolate chip cookie,0.48156,0,0,0,0,23.34665,21.79125,73.365,0.8375
53206030,Reduced-fat chocolate chip cookie,0.46,0,0,0,0,22.30128,20.81552,70.08,0.8
53207000,Chocolate fudge cookie,0.33319,0,0,0,0,16.06878,14.26922,56.29,0.5512
53207000,Chocolate fudge cookie,0.64075,0,0,0,0,30.9015,27.44082,108.25,1.06
53207000,Chocolate fudge cookie,0.05639,0,0,0,0,2.71933,2.41479,9.526,0.09328
53208200,Moon pie,0.77532,0,0,0,0,117.50076,122.82563,328.38,3.6816
53208200,Moon pie,0.33796,0,0,0,0,51.21828,53.53938,143.14,1.6048
53208200,Moon pie,0.56658,0,0,0,0,85.86594,89.75719,239.97,2.6904
53208200,Moon pie,0.38766,0,0,0,0,58.75038,61.41281,164.19,1.8408
53209000,Oreo or thin mint cookie,0.24112,0,0,0,0,20.02077,14.71117,51.92,0.4026
53209000,Oreo or thin mint cookie,0.06138,0,0,0,0,5.0962,3.74466,13.216,0.10248
53209000,Oreo or thin mint cookie,0.28496,0,0,0,0,23.66091,17.38593,61.36,0.4758
53209000,Oreo or thin mint cookie,0.19728,0,0,0,0,16.38063,12.03641,42.48,0.3294
53209000,Oreo or thin mint cookie,0.6576,0,0,0,0,54.6021,40.12137,141.6,1.098
53209000,Oreo or thin mint cookie,0.15563,0,0,0,0,12.9225,9.49539,33.512,0.25986
53209020,Reduced-fat Oreo,0.33339,0,0,0,0,6.04544,19.50147,46,0.1426
53210000,Chocolate wafer cookie,0.30756,0,0,0,0,14.83272,13.17159,51.96,0.5088
53210000,Chocolate wafer cookie,0.45493,0,0,0,0,21.94006,19.48298,76.8575,0.7526
53210000,Chocolate wafer cookie,0.15378,0,0,0,0,7.41636,6.5858,25.98,0.2544
53220030,Fig bar (Fig Newton),0.25808,0,0.05536,0,0,9.82368,19.18232,55.68,0.1792
53220030,Fig bar (Fig Newton),0.91941,0,0.19722,0,0,34.99686,68.33702,198.36,0.6384
53222010,Fortune cookie,0.25216,0,0,0,0,1.61208,14.02525,30.24,0.0536
53222020,"Ice cream cone (wafer or cake, shell only)",0.21912,0,0,0,0,2.17188,0.89267,16.68,0.0488
53222020,"Ice cream cone (wafer or cake, shell only)",1.58862,0,0,0,0,15.74613,6.47186,120.93,0.3538
53222100,"Ice cream cone (sugar cone, shell only)",0.434,0,0,0,0,2.7954,9.80766,40.2,0.057
53226500,Marshmallow rice krispies bar,0.7161,0,0,0,0,25.5393,43.07635,112.8,0.573
53233010,Oatmeal raisin cookie,0.38714,0,0.00871,0,0,19.53081,10.78908,58.5,0.5876
53233010,Oatmeal raisin cookie,0.7445,0,0.01675,0,0,37.55925,20.74823,112.5,1.13
53233010,Oatmeal raisin cookie,1.13164,0,0.02546,0,0,57.09006,31.53731,171,1.7176
53233040,Reduced-fat oatmeal raisin cookie,0.40379,0,0.03834,0,0,0.00486,10.77396,51.57,0.0729
53234000,Peanut butter cookie,0.26656,0,0,0,0.3056,14.2704,18.84424,76.32,0.7184
53234000,Peanut butter cookie,0.4165,0,0,0,0.4775,22.2975,29.44412,119.25,1.1225
53239000,Shortbread cookie,0.26075,0,0,0,0,14.32872,3.89462,35.14,0.4277
53239000,Shortbread cookie,0.78225,0,0,0,0,42.98616,11.68386,105.42,1.2831
53239000,Shortbread cookie,0.55875,0,0,0,0,30.7044,8.34562,75.3,0.9165
53239000,Shortbread cookie,0.23468,0,0,0,0,12.89585,3.50516,31.626,0.38493
53241500,Sugar cookie,0.48336,0,0,0,0,30.00384,16.09016,76,1.0832
53241500,Sugar cookie,0.75525,0,0,0,0,46.881,25.14087,118.75,1.6925
53241500,Sugar cookie,0.27189,0,0,0,0,16.87716,9.05071,42.75,0.6093
53243000,Vanilla sandwich cookie,0.27225,0,0,0,0,19.47033,16.69578,53.13,0.3278
53247000,Vanilla wafer,0.10752,0,0,0,0,5.1192,4.4653,17.64,0.1536
53301000,"Apple pie, two crust",2.004,0,0.342,0,0,5.481,62.22031,355.5,5.7
53301500,Apple pie with crumb topping,1.683,0,0.633,0,0,121.905,112.95717,363,2.745
53342000,Chocolate cream pie,1.5768,0,0,0.32256,0.10944,160.35408,93.71666,380.16,6.552
53347000,Pumpkin pie,1.4938,0.13398,0,0.20482,0.2156,123.71436,62.88128,323.4,2.7412
53381000,Lemon meringue pie,1.44261,0,0.09042,0,0.01781,105.15024,172.26509,367.16,2.4249
53385000,Pecan pie,1.56294,0,0,0,1.03854,108.10962,170.43489,456,4.0356
53400200,Cheese blintz,0.5754,0,0,0.0581,0,4.9833,1.1858,134.4,2.0041
53400300,Fruit blintz,0.4452,0,0.1092,0.0189,0,3.6288,1.9985,123.2,1.2852
53410800,Peach cobbler,1.15649,0,0.4,0,0,42.34977,69.63792,209,1.069
53415100,Apple crisp,0.85608,0,0.4,0,0,29.16945,59.47296,192,0.803
53420200,Cream puff,1.58712,0,0,0.04182,0.13668,123.44346,26.92,267.24,4.2024
53420200,Cream puff ,1.74272,0,0,0.04592,0.15008,135.54576,29.56,293.44,4.6144
53510000,Plain Danish pastry,1.3481,0,0,0,0,124.75125,45.42993,261.95,3.692
53510000,Plain Danish pastry,2.94508,0,0,0,0,272.5335,99.24692,572.26,8.0656
53510000,Plain Danish pastry,0.7259,0,0,0,0,67.17375,24.46227,141.05,1.988
53510000,Plain Danish pastry,1.09922,0,0,0,0,101.72025,37.04287,213.59,3.0104
53510100,Fruit-filled Danish pastry,1.44272,0,0.16543,0,0,111.63969,60.2752,263.41,3.4506
53510100,Fruit-filled Danish pastry,2.88544,0,0.33086,0,0,223.27938,120.55039,526.82,6.9012
53510100,Fruit-filled Danish pastry,0.7112,0,0.08155,0,0,55.03365,29.71312,129.85,1.701
53510100,Fruit-filled Danish pastry,1.07696,0,0.12349,0,0,83.33667,44.99416,196.63,2.5758
53511000,Cheese Danish pastry,2.74512,0,0,0,0,211.64976,29.58228,418.88,7.6048
